TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,TransactionAmount_binned,CustomerAge_binned,Target
35.76,1,1,23.0,3,122.0,611.8599999999999,low,young,1
28.53,1,2,62.0,0,99.0,8670.53,low,senior,0
139.53,0,2,53.0,0,177.0,10098.86,low,adult,0
307.57,1,1,33.0,0,285.0,5307.74,low,young,2
60.650000000000006,0,1,56.0,2,53.00000000000001,1047.28,low,adult,1
74.86,1,1,70.0,0,125.0,6921.48,low,senior,2
211.36,1,1,51.0,2,137.0,1475.46,low,adult,1
231.91,1,0,34.0,1,165.0,112.76,low,young,2
126.20999999999998,1,1,75.0,2,268.0,5669.66,low,senior,1
506.28,0,2,53.0,2,162.0,1309.95,medium,adult,0
304.35,1,1,31.0,1,36.0,4057.1,low,young,2
281.85,1,0,22.0,3,109.0,1585.98,low,young,1
777.88,1,1,31.0,1,17.0,6825.55,medium,young,2
119.18,1,1,56.0,2,96.0,5516.5,low,adult,1
177.19,1,2,76.0,2,43.0,5343.3,low,senior,0
260.88,1,1,22.0,3,36.0,903.05,low,young,1
169.47,1,2,24.0,3,18.999999999999996,1806.16,low,young,1
73.23,1,1,26.0,3,14.0,787.7399999999999,low,young,1
792.57,1,0,19.0,3,164.0,770.37,medium,young,1
237.06,1,2,71.0,2,45.99999999999999,1182.77,low,senior,0
34.17,0,2,54.0,1,53.99999999999999,726.55,low,adult,0
740.25,1,2,41.0,0,123.0,14464.3,medium,adult,0
453.54,1,0,58.0,0,82.0,12046.3,medium,adult,2
300.47,1,1,73.0,2,100.00000000000001,7885.64,low,senior,1
110.93,0,1,19.0,3,201.0,1952.3499999999997,low,young,1
201.69,1,0,59.0,0,299.0,7328.52,low,senior,2
399.21,1,0,59.0,1,109.0,3210.39,medium,senior,2
630.36,1,0,62.0,2,52.00000000000001,1363.65,medium,senior,1
10.94,0,0,60.0,1,245.0,1241.99,low,senior,2
215.9,1,0,38.0,0,235.0,7873.280000000001,low,young,2
226.37,1,1,49.0,0,141.0,9840.04,low,adult,2
444.89,0,1,43.0,0,101.0,10328.23,medium,adult,2
280.57,0,2,25.0,3,24.0,293.24,low,young,1
488.54,1,1,52.0,1,132.0,7486.63,medium,adult,2
3.3,0,1,50.0,0,131.0,11385.37,low,adult,2
199.39,1,1,69.0,2,165.0,7264.79,low,senior,1
20.36,1,1,62.0,2,75.0,2762.48,low,senior,1
113.64,1,2,45.0,2,32.0,6675.03,low,adult,0
493.11,1,1,53.0,2,236.0,7432.99,medium,adult,1
307.41,1,0,19.0,3,14.0,1057.0,low,young,1
11.18,1,2,43.0,0,161.0,5956.89,low,adult,0
313.82,1,1,59.0,1,151.0,7261.59,low,senior,2
51.0,1,1,64.0,2,107.0,4943.16,low,senior,1
140.98,1,1,60.0,1,100.00000000000001,8127.4800000000005,low,senior,2
288.04,1,0,68.0,2,63.0,1748.02,low,senior,1
800.55,1,0,31.0,1,107.99999999999999,9660.22,medium,young,2
485.54,1,0,46.0,1,143.0,6371.51,medium,adult,2
521.15,1,0,54.0,0,214.0,9442.47,medium,adult,2
321.79,0,0,63.0,2,112.0,5959.2,low,senior,1
304.93,1,0,65.0,0,158.0,13531.22,low,senior,2
432.08,1,0,40.0,0,145.0,11500.62,medium,adult,2
694.2,1,0,61.0,2,72.0,1389.37,medium,senior,1
116.86,1,0,55.0,1,171.0,6706.56,low,adult,2
211.36,0,1,57.0,0,149.0,7175.29,low,adult,2
74.88,1,0,25.0,3,202.0,420.67,low,young,1
211.36,1,1,75.0,2,99.0,7323.53,low,senior,1
134.7,1,0,50.0,0,106.0,8395.85,low,adult,2
890.24,0,2,33.0,1,161.0,5140.93,medium,young,0
361.27,1,0,63.0,0,180.0,7945.57,low,senior,2
131.56,1,1,44.0,0,42.00000000000001,5873.54,low,adult,2
485.51,0,2,76.0,2,37.0,3074.45,medium,senior,0
547.87,1,0,64.0,2,131.0,6155.76,medium,senior,1
457.3,1,2,28.0,1,15.0,8318.29,medium,young,0
506.24,1,0,58.0,1,64.0,230.09,medium,adult,2
486.59,1,1,57.0,2,119.0,2513.56,medium,adult,1
163.68,1,1,41.0,0,292.0,10090.05,low,adult,2
581.65,1,0,22.0,3,176.0,480.19000000000005,medium,young,1
52.01,1,0,48.0,0,85.0,1120.88,low,adult,2
630.24,1,0,21.0,3,61.99999999999999,370.81,medium,young,1
523.74,1,0,43.0,0,159.0,13498.55,medium,adult,2
705.6,1,1,40.0,0,123.99999999999999,14804.7,medium,adult,2
217.5,0,1,46.0,1,35.0,3057.4,low,adult,2
91.48,1,0,51.0,0,141.0,14942.779999999999,low,adult,2
5.25,1,0,39.0,0,49.0,14143.32,low,adult,2
54.03,0,0,56.0,2,161.0,6736.3,low,adult,1
736.73,1,1,48.0,1,10.0,3313.07,medium,adult,2
368.91,1,1,54.0,0,14.0,829.7099999999999,low,adult,2
33.06,0,2,53.0,2,170.0,1540.87,low,adult,0
66.5,0,2,32.0,1,144.0,6820.23,low,young,0
177.08,1,1,35.0,0,85.0,13475.14,low,young,2
588.54,1,1,32.0,1,130.0,714.4499999999999,medium,young,2
173.5,1,0,21.0,3,282.0,1306.91,low,young,1
78.33,0,2,56.0,1,189.0,7255.33,low,adult,0
40.66,1,1,59.0,2,156.0,1153.84,low,senior,1
97.22,0,1,77.0,2,55.0,6647.73,low,senior,1
34.07,1,1,22.0,3,81.0,8709.77,low,young,1
492.06000000000006,1,2,23.0,3,74.0,857.9,medium,young,1
842.01,0,2,53.0,0,185.0,509.45000000000005,medium,adult,0
73.55,1,0,51.0,1,158.0,2812.06,low,adult,2
760.53,1,2,57.0,1,118.0,6179.91,medium,adult,0
273.08,0,1,45.0,1,134.0,6609.3,low,adult,2
371.69,1,1,67.0,2,143.0,3484.32,low,senior,1
218.96,1,0,18.0,3,13.0,754.21,low,,1
227.39,1,2,18.0,3,65.0,751.09,low,,1
237.99,0,1,39.0,0,86.0,8510.09,low,adult,2
186.6,1,2,58.0,0,13.0,1508.72,low,adult,0
341.15,1,2,18.0,3,148.0,511.36999999999995,low,,1
434.58,1,0,59.0,0,215.0,12648.32,medium,senior,2
312.88,0,1,54.0,1,44.0,233.21,low,adult,2
75.15,1,0,23.0,3,154.0,1092.92,low,young,1
23.3,1,0,59.0,1,161.0,6711.15,low,senior,2
47.38,0,2,25.0,3,61.00000000000001,459.37,low,young,1
512.81,1,1,79.0,2,30.0,6994.34,medium,senior,1
488.15000000000003,1,1,43.0,1,168.00000000000003,7071.09,medium,adult,2
12.82,1,0,44.0,1,156.0,9045.19,low,adult,2
66.9,0,2,79.0,2,129.0,5238.71,low,senior,0
535.91,1,2,43.0,1,22.0,9642.12,medium,adult,0
270.72,0,2,26.0,1,53.00000000000001,6263.96,low,young,0
97.98,1,1,72.0,2,18.0,7460.329999999999,low,senior,1
196.08,1,2,61.0,2,98.0,4233.82,low,senior,0
251.18000000000004,1,0,42.0,1,246.0,8303.9,low,adult,2
44.52,1,2,28.0,3,205.0,314.28,low,young,1
178.87,1,2,35.0,0,180.0,5241.23,low,young,0
386.68,1,1,46.0,0,128.0,6863.06,medium,adult,2
167.14,1,2,76.0,2,20.0,3877.7299999999996,low,senior,0
345.22,1,1,69.0,2,253.0,4046.5800000000004,low,senior,1
74.85,1,0,72.0,2,117.0,2409.73,low,senior,1
671.73,1,1,58.0,1,53.99999999999999,5211.88,medium,adult,2
255.03999999999996,1,0,45.0,1,151.99999999999997,6217.86,low,adult,2
45.77,1,2,25.0,3,109.0,5978.12,low,young,1
329.69,0,2,26.0,3,66.0,1671.66,low,young,1
362.04,0,1,58.0,0,198.0,8421.88,low,adult,2
11.92,1,1,53.0,0,52.00000000000001,14611.9,low,adult,2
47.42,1,0,64.0,0,28.0,8253.52,low,senior,2
35.99,1,1,63.0,2,129.0,4489.79,low,senior,1
151.19,0,1,37.0,0,96.0,11903.82,low,young,2
242.62,0,2,22.0,3,234.0,483.02000000000004,low,young,1
48.72,1,1,21.0,3,17.0,816.0799999999999,low,young,1
43.46,1,0,25.0,3,80.0,578.06,low,young,1
443.79,1,0,53.0,2,87.0,3133.85,medium,adult,1
365.14,1,2,68.0,2,57.0,5894.09,low,senior,0
757.41,1,0,22.0,3,37.0,9532.42,medium,young,1
20.54,1,1,51.0,1,72.0,5327.03,low,adult,2
475.36,1,0,34.0,1,105.0,2000.6,medium,young,2
34.74,1,0,56.0,2,24.0,6827.57,low,adult,1
689.54,1,1,27.0,3,93.0,1633.76,medium,young,1
211.18,1,0,73.0,2,90.0,4069.1699999999996,low,senior,1
211.36,0,1,51.0,1,286.0,7943.469999999999,low,adult,2
744.41,0,2,39.0,1,107.0,8842.47,medium,adult,0
61.43,1,2,24.0,3,170.0,1882.77,low,young,1
167.44,1,1,37.0,0,82.0,12526.71,low,young,2
361.46,1,2,21.0,3,83.0,4737.84,low,young,1
378.85,1,1,78.0,2,126.0,2300.53,low,senior,1
241.10999999999999,1,1,30.0,0,55.0,12385.05,low,young,2
131.93,0,1,31.0,1,13.0,4547.06,low,young,2
20.28,1,2,36.0,1,213.0,2047.83,low,young,0
415.88,1,1,70.0,0,170.0,10008.33,medium,senior,2
49.99,1,0,62.0,2,112.0,2299.64,low,senior,1
100.66,1,1,50.0,0,144.0,14473.33,low,adult,2
485.54,1,2,19.0,3,148.0,1533.32,medium,young,1
321.15,1,1,46.0,0,179.0,7005.05,low,adult,2
711.3,1,1,21.0,3,51.00000000000001,955.4,medium,young,1
12.23,1,0,42.0,1,139.0,7844.880000000001,low,adult,2
350.94,1,0,20.0,3,64.0,221.56,low,young,1
301.85,1,2,54.0,1,25.000000000000004,6586.19,low,adult,0
29.34,1,2,65.0,2,30.0,3944.82,low,senior,0
231.71,1,1,27.0,3,148.0,1127.98,low,young,1
179.43,1,0,58.0,2,244.0,2626.63,low,adult,1
36.71,1,1,48.0,0,55.0,6459.38,low,adult,2
138.12,0,1,53.0,0,281.0,1649.69,low,adult,2
233.24,1,0,33.0,1,72.0,6939.23,low,young,2
609.14,1,0,39.0,1,177.0,9033.87,medium,adult,2
436.64,1,1,31.0,0,111.0,14365.18,medium,young,2
870.43,1,1,29.0,0,55.0,10115.18,medium,young,2
354.4,1,0,74.0,2,128.0,7358.65,low,senior,1
22.63,1,2,53.0,1,112.0,4438.03,low,adult,0
182.19,1,1,26.0,3,53.00000000000001,1176.1,low,young,1
126.81,1,1,26.0,1,290.0,5427.98,low,young,2
288.17,1,2,37.0,1,50.00000000000001,3653.11,low,young,0
118.77,1,1,55.0,1,123.0,2104.82,low,adult,2
651.82,1,0,21.0,3,166.0,1802.77,medium,young,1
66.65,1,0,37.0,1,33.0,3559.96,low,young,2
98.53,1,1,69.0,2,166.0,3564.8,low,senior,1
138.95,1,2,71.0,2,30.0,6752.92,low,senior,0
33.89,1,1,26.0,3,177.0,1444.75,low,young,1
23.71,1,1,58.0,0,164.0,10788.89,low,adult,2
26.06,1,0,65.0,0,283.0,12893.63,low,senior,2
17.07,1,1,27.0,1,44.0,2798.15,low,young,2
703.89,1,2,46.0,1,61.99999999999999,3583.67,medium,adult,0
26.55,1,0,77.0,2,228.0,3085.38,low,senior,1
147.4,1,1,42.0,1,259.0,6797.71,low,adult,2
202.11,1,0,27.0,3,18.0,746.47,low,young,1
308.42,1,1,75.0,2,39.0,5427.81,low,senior,1
11.18,1,0,53.0,1,144.0,7467.300000000001,low,adult,2
294.15,1,2,38.0,1,136.0,6362.16,low,young,0
29.58,1,1,54.0,1,112.0,8345.26,low,adult,2
139.45,1,2,27.0,3,30.999999999999996,1305.76,low,young,1
432.63,1,0,29.0,0,137.0,13648.36,medium,young,2
131.43,1,2,43.0,0,65.0,1337.5,low,adult,0
516.72,1,0,42.0,1,128.0,2015.6900000000003,medium,adult,2
121.82000000000001,1,2,69.0,0,123.0,8354.54,low,senior,0
374.5,0,1,26.0,3,178.0,1671.51,low,young,1
166.13,1,0,68.0,0,227.0,11822.53,low,senior,2
626.9,1,0,23.0,3,146.0,587.1099999999999,medium,young,1
466.85,1,1,56.0,2,165.0,5422.53,medium,adult,1
788.84,1,2,58.0,2,231.0,1913.73,medium,adult,0
873.65,0,2,37.0,0,59.00000000000001,12139.83,medium,young,0
525.28,1,0,69.0,2,134.0,4693.6,medium,senior,1
110.17,1,0,30.0,1,137.0,464.2,low,young,2
632.69,1,0,80.0,2,75.99999999999999,4363.74,medium,senior,1
124.35,1,0,72.0,2,90.0,3319.76,low,senior,1
43.85,1,0,62.0,2,122.0,4356.98,low,senior,1
283.81,1,1,28.0,3,29.000000000000004,1519.35,low,young,1
168.53,1,0,71.0,2,112.0,5962.58,low,senior,1
218.59,0,1,40.0,1,123.0,6699.23,low,adult,2
132.84,1,0,21.0,3,143.0,822.73,low,young,1
157.37,0,1,42.0,0,289.0,13964.31,low,adult,2
144.77,1,2,20.0,3,159.0,867.3199999999999,low,young,1
643.22,1,0,64.0,0,93.0,1035.86,medium,senior,2
208.07,1,2,32.0,0,36.0,8478.9,low,young,0
94.3,1,1,57.0,0,57.0,11088.95,low,adult,2
295.5,1,0,59.0,2,36.0,6280.66,low,senior,1
30.229999999999997,1,0,44.0,0,99.0,481.13,low,adult,2
112.05,0,0,26.0,3,159.0,1122.88,low,young,1
180.24,1,1,58.0,1,144.0,8431.23,low,adult,2
13.71,0,2,38.0,1,148.0,8342.79,low,young,0
96.54,1,1,58.0,2,95.0,7182.22,low,adult,1
79.35,1,2,67.0,2,70.0,1692.15,low,senior,0
101.04,1,0,27.0,3,160.0,1695.57,low,young,1
74.42,1,2,49.0,1,68.00000000000001,6264.21,low,adult,0
39.66,1,1,52.0,1,169.0,8497.34,low,adult,2
99.36,1,0,40.0,0,45.99999999999999,1272.12,low,adult,2
123.85,1,2,56.0,1,244.0,3959.62,low,adult,0
426.93,1,0,19.0,3,247.99999999999997,476.18999999999994,medium,young,1
133.73,0,2,25.0,3,123.0,1872.2200000000003,low,young,1
222.39,1,2,49.0,1,73.0,3117.39,low,adult,0
215.94,0,2,22.0,3,140.0,1841.69,low,young,1
6.3,1,1,80.0,2,283.0,7697.680000000001,low,senior,1
826.23,1,0,29.0,0,209.0,7580.590000000001,medium,young,2
211.36,1,2,35.0,1,67.0,7936.91,low,young,0
131.46,1,1,67.0,2,258.0,6642.33,low,senior,1
202.86,0,1,61.0,0,149.0,7642.250000000001,low,senior,2
268.39,1,0,26.0,3,171.0,136.74,low,young,1
194.85,1,2,23.0,3,130.0,319.84,low,young,1
137.35,0,1,40.0,0,220.0,12662.66,low,adult,2
712.75,1,1,44.0,0,25.000000000000004,8126.0599999999995,medium,adult,2
353.82,1,0,42.0,0,143.0,705.7499999999999,low,adult,2
507.25000000000006,1,1,45.0,2,143.0,5331.57,medium,adult,1
212.74,1,1,27.0,1,128.0,7645.469999999999,low,young,2
364.42,1,0,51.0,1,146.0,8119.73,low,adult,2
195.12,1,0,46.0,0,144.0,6101.15,low,adult,2
230.61,1,1,80.0,2,204.0,2561.42,low,senior,1
739.28,0,1,58.0,0,47.0,11905.64,medium,adult,2
390.35,0,0,64.0,0,61.00000000000001,7095.88,medium,senior,2
242.03000000000003,1,2,58.0,1,123.99999999999999,4382.73,low,adult,0
242.39000000000001,0,0,18.0,3,271.0,1328.73,low,,1
135.03,1,0,23.0,3,180.0,1278.0,low,young,1
83.5,1,1,61.0,3,91.0,1749.79,low,senior,1
193.54,1,1,80.0,2,267.0,2929.51,low,senior,1
617.36,1,1,29.0,1,61.00000000000001,8926.38,medium,young,2
775.23,0,2,59.0,0,37.99999999999999,5977.59,medium,senior,0
266.57,1,0,72.0,2,100.00000000000001,7676.92,low,senior,1
153.4,1,0,45.0,1,144.0,4657.7,low,adult,2
5.12,1,1,34.0,1,90.0,3293.01,low,young,2
119.11,1,0,57.0,1,131.0,7998.25,low,adult,2
119.72,1,1,30.0,1,123.0,3435.34,low,young,2
107.4,1,2,58.0,0,32.0,344.07,low,adult,0
115.92,1,0,53.0,2,57.0,3897.17,low,adult,1
438.04,1,0,67.0,2,247.0,5358.95,medium,senior,1
677.29,1,2,27.0,1,287.0,627.79,medium,young,0
296.0,1,1,35.0,0,247.99999999999997,7418.82,low,young,2
299.09,0,1,36.0,1,84.00000000000001,5615.26,low,young,2
461.52,0,1,24.0,3,44.0,1995.1799999999998,medium,young,1
100.52,1,0,50.0,1,110.0,453.39,low,adult,2
85.35,1,0,66.0,2,166.0,2173.76,low,senior,1
79.76,1,1,39.0,1,170.0,6452.14,low,adult,2
778.49,0,2,75.0,2,107.0,7713.67,medium,senior,0
386.38,1,2,42.0,1,135.0,5528.36,medium,adult,0
165.25,1,2,35.0,0,106.0,9939.94,low,young,0
14.29,1,0,34.0,1,150.0,7016.99,low,young,2
232.79,0,1,55.0,2,145.0,2661.3,low,adult,1
92.29,1,1,54.0,1,115.0,2026.3199999999997,low,adult,2
293.97,1,1,68.0,2,153.0,7371.85,low,senior,1
136.32,1,2,19.0,3,113.0,264.83,low,young,1
251.06,1,2,36.0,0,34.0,10001.66,low,young,0
50.17,0,0,77.0,2,35.0,7752.140000000001,low,senior,1
21.4,1,1,34.0,1,258.0,9594.11,low,young,2
73.28,1,1,21.0,3,21.000000000000004,1329.41,low,young,1
70.23,1,0,38.0,0,260.0,11624.93,low,young,2
689.29,1,0,22.0,3,100.00000000000001,168.84,medium,young,1
745.03,1,2,28.0,3,231.0,160.57,medium,young,1
54.61,1,0,58.0,1,160.0,7135.64,low,adult,2
54.05,1,1,27.0,3,146.0,469.13999999999993,low,young,1
107.47,1,2,67.0,2,144.0,7517.499999999999,low,senior,0
611.11,1,0,20.0,3,282.0,919.84,medium,young,1
219.63,1,0,48.0,0,44.0,8013.63,low,adult,2
188.7,1,1,45.0,2,123.0,5077.06,low,adult,1
93.52,1,2,51.0,1,97.0,2791.2,low,adult,0
275.92,0,1,62.0,2,107.0,1777.38,low,senior,1
376.79,1,1,68.0,2,265.0,7749.14,low,senior,1
8.98,1,2,66.0,3,56.0,4516.76,low,senior,1
697.32,1,2,68.0,2,91.0,2016.0200000000002,medium,senior,0
17.45,1,0,18.0,3,88.0,1959.52,low,,1
302.16,1,2,80.0,2,138.0,3876.61,low,senior,0
442.74,1,1,23.0,3,136.0,1790.27,medium,young,1
623.9,1,0,27.0,3,249.0,711.4699999999999,medium,young,1
445.41,1,0,35.0,0,235.0,12154.66,medium,young,2
63.41,1,0,26.0,3,36.0,1546.22,low,young,1
346.85,1,0,44.0,0,88.0,7208.15,low,adult,2
